#NAME=latitude,longitude,absolute-altitude,heading
팔당=37.547371,127.243939,30,0
도심=37.579622,127.222672,30,0
덕소=37.586781,127.208832,30,0
양정=37.60533,127.19364,30,0
도농=37.608806,127.161153,30,0
구리=37.603392,127.143869,30,0
양원=37.606596,127.107906,30,0
망우=37.59955,127.091909,30,0
상봉=37.596678,127.08504,30,0
중랑=37.594917,127.076116,30,0
신길=37.516862,126.917865,30,0
복정=37.470345,127.126658,30,0
수서=37.487472,127.101422,30,0
대모산입구=37.491373,127.07272,30,0
개포동=37.489116,127.06614,30,0
구룡=37.486839,127.058856,30,0
도곡=37.491224,127.055186,30,0
한티=37.496237,127.052873,30,0
선릉=37.504856,127.048807,30,0
창동=37.653007,127.047806,30,0
녹천=37.644799,127.051269,30,0
월계=37.633212,127.058831,30,0
광운대=37.623632,127.061835,30,0
석계=37.614532,127.065934,30,0
신이문=37.601854,127.067325,30,0
외대앞=37.596073,127.063549,30,0
회기=37.58946,127.057583,30,0
청량리=37.580759,127.0483,30,0
왕십리=37.561827,127.038352,30,0
응봉=37.549946,127.034538,30,0
옥수=37.540446,127.018672,30,0
한남=37.52943,127.009169,30,0
서빙고=37.519594,126.988537,30,0
이촌=37.522427,126.973406,30,0
신도림=37.508787,126.891144,30,0
영등포=37.515504,126.907628,30,0
대방=37.513342,126.926382,30,0
노량진=37.514149,126.94271,30,0
용산=37.529849,126.964561,30,0
남영=37.541021,126.9713,30,0
서울역=37.554337,126.971134,30,0
남태령=37.463873,126.989134,30,0
사당=37.476955,126.981651,30,0
총신대입구=37.486263,126.981989,30,0
동작=37.502852,126.980347,30,0
이촌=37.522295,126.974733,30,0
신용산=37.52917,126.967894,30,0
삼각지=37.534075,126.9726,30,0
숙대입구=37.54456,126.972106,30,0
서울역=37.55281,126.972556,30,0
회현=37.558514,126.978246,30,0
명동=37.560989,126.986325,30,0
충무로=37.561207,126.99408,30,0
동대문역사문화공원=37.565133,127.007885,30,0
동대문=37.57093,127.009287,30,0
혜화=37.582336,127.001844,30,0
한성대입구=37.588458,127.006221,30,0
성신여대입구=37.592612,127.016441,30,0
길음=37.603407,127.025053,30,0
미아사거리=37.613292,127.030053,30,0
미아=37.62667,127.025983,30,0
수유=37.638052,127.025732,30,0
쌍문=37.648627,127.034709,30,0
창동=37.653088,127.047274,30,0
노원=37.65627,127.063276,30,0
상계=37.660878,127.073572,30,0
당고개=37.670272,127.079066,30,0
별내별가람=37.66778,127.11581,30,0
오남=37.705,127.19281,30,0
진접=37.7205,127.2034,30,0
오금=37.502129,127.128319,30,0
경찰병원=37.495918,127.12454,30,0
가락시장=37.492245,127.117757,30,0
수서=37.487378,127.101907,30,0
일원=37.483681,127.08439,30,0
대청=37.493514,127.079532,30,0
학여울=37.496663,127.070594,30,0
대치=37.494612,127.063642,30,0
도곡=37.490922,127.055452,30,0
매봉=37.486947,127.046769,30,0
양재=37.484477,127.033902,30,0
남부터미널=37.485013,127.016189,30,0
교대=37.493025,127.013786,30,0
고속터미널=37.504891,127.004916,30,0
잠원=37.512759,127.01122,30,0
신사=37.516334,127.020114,30,0
압구정=37.527072,127.028461,30,0
옥수=37.541684,127.017269,30,0
금호=37.548034,127.015872,30,0
약수=37.554867,127.010541,30,0
동대입구=37.559052,127.005602,30,0
충무로=37.56143,126.994072,30,0
을지로3가=37.566672,126.992548,30,0
종로3가=37.571605,126.991791,30,0
안국=37.576477,126.985443,30,0
경복궁=37.575762,126.97353,30,0
독립문=37.574571,126.957748,30,0
무악재=37.582299,126.950291,30,0
홍제=37.589066,126.943736,30,0
녹번=37.600927,126.935756,30,0
불광=37.610553,126.92982,30,0
연신내=37.619229,126.921038,30,0
구파발=37.636763,126.918821,30,0
지축=37.648033,126.913917,30,0
용두=37.574028,127.038091,30,0
신정네거리=37.520074,126.852912,30,0
양천구청=37.512398,126.865819,30,0
도림천=37.514287,126.882768,30,0
신설동=37.574747,127.024932,30,0
신답=37.57004,127.046481,30,0
용답=37.561904,127.050899,30,0
충정로=37.559704,126.964378,30,0
아현=37.557345,126.956141,30,0
이대=37.556733,126.946013,30,0
신촌=37.555131,126.936926,30,0
홍대입구=37.55679,126.923708,30,0
합정=37.549457,126.913808,30,0
당산=37.534946,126.902767,30,0
영등포구청=37.525706,126.89661,30,0
문래=37.517933,126.89476,30,0
신도림=37.508961,126.891084,30,0
대림=37.493243,126.894932,30,0
구로디지털단지=37.485266,126.901401,30,0
신대방=37.487462,126.913149,30,0
신림=37.484201,126.929715,30,0
봉천=37.482362,126.941892,30,0
서울대입구=37.481247,126.952739,30,0
낙성대=37.47693,126.963693,30,0
사당=37.476538,126.981544,30,0
방배=37.481426,126.997596,30,0
서초=37.491897,127.007917,30,0
교대=37.493961,127.014667,30,0
강남=37.49799,127.027912,30,0
역삼=37.500622,127.036456,30,0
선릉=37.504286,127.048203,30,0
삼성=37.508844,127.06316,30,0
종합운동장=37.511022,127.073704,30,0
잠실새내=37.511687,127.086162,30,0
잠실=37.513262,127.100159,30,0
잠실나루=37.520733,127.10379,30,0
강변=37.535095,127.094681,30,0
구의=37.537077,127.085916,30,0
건대입구=37.540373,127.069191,30,0
성수=37.544581,127.055961,30,0
뚝섬=37.547184,127.047367,30,0
한양대=37.555273,127.043655,30,0
왕십리=37.561238,127.036954,30,0
상왕십리=37.564354,127.029354,30,0
신당=37.56564,127.019614,30,0
동대문역사문화공원=37.565613,127.009054,30,0
을지로4가=37.566595,126.997817,30,0
을지로3가=37.566306,126.991696,30,0
을지로입구=37.566014,126.982618,30,0
시청=37.563588,126.975411,30,0
동묘앞=37.573197,127.01648,30,0
청량리=37.579956,127.044585,30,0
제기동=37.578103,127.034893,30,0
신설동=37.576048,127.024634,30,0
동대문=37.571687,127.01093,30,0
종로5가=37.570926,127.001849,30,0
종로3가=37.570406,126.991847,30,0
종각=37.570161,126.982923,30,0
시청=37.565715,126.977088,30,0
서울역=37.556228,126.972135,30,0

